word,count,type,freq,ln(freq),hsk
中华民族古老,2,unknown,,,
传统节日之一,3,unknown,,,
所以它,1,unknown,,,
来自中华民族,1,unknown,,,
来自中国中华民族,1,unknown,,,
这个怎么说,1,unknown,,,
因为中国人,1,unknown,,,
历史已经很长很长,1,unknown,,,
所以可能,1,unknown,,,
人他现,1,unknown,,,
住,3,unknown,,,
他还,1,unknown,,,
一部分,2,unknown,,,
比如说很久以前,1,unknown,,,
国人到世界上别,1,unknown,,,
到新加坡,1,unknown,,,
马来西亚呀,1,unknown,,,
西方国家欧洲,1,unknown,,,
南美洲,1,unknown,,,
非洲,1,unknown,,,
他们虽然现,1,unknown,,,
不生活,1,unknown,,,
他们说别,1,unknown,,,
语言,1,unknown,,,
可以说他们,1,unknown,,,
子孙吧,1,unknown,,,
可以说炎黄子孙,1,unknown,,,
得看个人,1,unknown,,,
人他自己不一定认可,1,unknown,,,
知道中,1,unknown,,,
华民族这个词,1,unknown,,,
谁说,1,unknown,,,
还真不知道,1,unknown,,,
梁启超发明,1,unknown,,,
何许人也啊,1,unknown,,,
谁啊,1,unknown,,,
梁启超差不多,1,unknown,,,
一九零二年,1,unknown,,,
时候说,2,unknown,,,
历史上清代,1,unknown,,,
梁启超一九零二年,1,unknown,,,
这样一个,1,unknown,,,
概念,1,unknown,,,
所以这个端午节,1,unknown,,,
一个很新,1,unknown,,,
节日还,1,unknown,,,
时间很长,2,unknown,,,
一个很古老,1,unknown,,,
很老,1,unknown,,,
一个节日,1,unknown,,,
这个叫古老,1,unknown,,,
端午也什么端五,1,unknown,,,
端午也叫端五,1,unknown,,,
称就,1,unknown,,,
称呼,1,unknown,,,
中国人两千多年来,3,unknown,,,
传统习俗,2,unknown,,,
传统什么,1,unknown,,,
所以端午节已经,1,unknown,,,
中国人过端午节,1,unknown,,,
中华民族过端午节已经多长时,1,unknown,,,
所以两千多年来,1,unknown,,,
时候人们做什么来庆祝端午节呢,1,unknown,,,
比如说会划龙舟啊,1,unknown,,,
地方会吃粽子呀,1,unknown,,,
地方会,1,unknown,,,
手上或者脚上系五彩绳啊,1,unknown,,,
所以这个吃粽子,1,unknown,,,
系五彩绳都,1,unknown,,,
习俗就,1,unknown,,,
时候做,1,unknown,,,
这个叫习俗,1,unknown,,,
七个小,3,unknown,,,
么时候中国,1,unknown,,,
代就,1,unknown,,,
这个时代,1,unknown,,,
朝代,1,unknown,,,
知道中国,1,unknown,,,
历史很长很长,1,unknown,,,
个叫作周代,1,unknown,,,
这七个国家连年战争,1,unknown,,,
老百姓过,1,unknown,,,
着苦难,1,unknown,,,
所以这七个国家它们怎么样,1,unknown,,,
它们相处得怎么样,1,unknown,,,
朋友吗,1,unknown,,,
这七个国家它们不,1,unknown,,,
好朋友,1,unknown,,,
它们打架,1,unknown,,,
它们打仗,1,unknown,,,
所以如果这个国家之间打仗,1,unknown,,,
那这个国家里面,1,unknown,,,
生活怎么样,1,unknown,,,
快乐还,1,unknown,,,
苦难啊,1,unknown,,,
不快乐啊,1,unknown,,,
很多苦难,1,unknown,,,
因为很多人要去打仗,1,unknown,,,
很多人会死,1,unknown,,,
家可能就没,1,unknown,,,
所以老百姓啊过着苦难,1,unknown,,,
这个苦啊就,1,unknown,,,
难就,1,unknown,,,
又不容易又很困难,1,unknown,,,
秦始皇想要统一七国,1,unknown,,,
所以七个国家里面,1,unknown,,,
一个国家很厉害,1,unknown,,,
很强大,1,unknown,,,
秦始皇想做什么啊,1,unknown,,,
他想要统一七国,1,unknown,,,
统一就,1,unknown,,,
把七个国家变成一个国家,1,unknown,,,
对吗,1,unknown,,,
他把别,1,unknown,,,
国家都变成秦国,1,unknown,,,
这个叫统一,1,unknown,,,
所以他要统一这个七个国家,1,unknown,,,
然后他想做什么啊,1,unknown,,,
然后用他庞大,1,unknown,,,
军队建立一个新,1,unknown,,,
王国,3,unknown,,,
军队怎么样,1,unknown,,,
大还,1,unknown,,,
军队,2,unknown,,,
士兵,1,unknown,,,
庞大,2,unknown,,,
人替他打仗,1,unknown,,,
刀枪什么,1,unknown,,,
军人,2,unknown,,,
那个时候没,1,unknown,,,
所以可以帮,1,unknown,,,
帮他打六个国家,1,unknown,,,
然后他想要一个新,1,unknown,,,
建立一个新,5,unknown,,,
想盖房子,1,unknown,,,
可以说盖房子造房子,1,unknown,,,
可以说建立一个新,1,unknown,,,
成立一个新,1,unknown,,,
家庭,1,unknown,,,
所以秦始皇他,1,unknown,,,
军,1,unknown,,,
他想统一七国,1,unknown,,,
他想建立一个新,1,unknown,,,
那别,2,unknown,,,
国家怎么想呢,1,unknown,,,
他们想变成这个秦始皇,1,unknown,,,
一个大国家里面,1,unknown,,,
小国,1,unknown,,,
家吗,1,unknown,,,
觉得应该都不想吧,1,unknown,,,
他们都想,1,unknown,,,
们以前学中国历史,1,unknown,,,
时候嘛,1,unknown,,,
学到,1,unknown,,,
故事都,1,unknown,,,
从这里来,1,unknown,,,
中国南部,3,unknown,,,
位大臣名叫屈原,4,unknown,,,
所以屈原啊就,1,unknown,,,
这个故事里面,1,unknown,,,
主角,1,unknown,,,
他呢不,1,unknown,,,
秦国人,1,unknown,,,
当时中国,1,unknown,,,
哪呢,1,unknown,,,
所以楚国应该就算,1,unknown,,,
像今天中国,1,unknown,,,
湖北省那个地方,1,unknown,,,
位什么名叫屈原,1,unknown,,,
一个官嘛,1,unknown,,,
给皇帝做事情,1,unknown,,,
每天能看到皇帝,1,unknown,,,
可以告诉皇帝要做什么不要做什么,1,unknown,,,
叫大臣,1,unknown,,,
但也不一定每天都会见到皇帝,1,unknown,,,
说他可以见到皇帝,1,unknown,,,
离皇帝很近,1,unknown,,,
一个国家里,1,unknown,,,
普,1,unknown,,,
通人老百姓,1,unknown,,,
见不到皇帝,1,unknown,,,
一个什么样,1,unknown,,,
人呢,1,unknown,,,
屈原应该跟,1,unknown,,,
什么样,1,unknown,,,
很幽默,1,unknown,,,
屈原很,1,unknown,,,
智慧,5,unknown,,,
说一个人他知道做什么,1,unknown,,,
不仅仅,1,unknown,,,
长远,1,unknown,,,
眼光,1,unknown,,,
知道做什么事情,1,unknown,,,
中国文化里面,1,unknown,,,
们会说老人一般很,1,unknown,,,
们不会说小孩很,1,unknown,,,
可以说小孩很聪明,1,unknown,,,
可以说老人很,1,unknown,,,
而且爱好什么,1,unknown,,,
平就,1,unknown,,,
他不希望国家,1,unknown,,,
他希望每个国家,1,unknown,,,
间没,1,unknown,,,
大家可以,1,unknown,,,
谐,1,unknown,,,
一起相处,1,unknown,,,
作为楚国,2,unknown,,,
屈原极力劝说楚王维护国家,1,unknown,,,
屈原做,1,unknown,,,
屈原他跟楚王说嘛,1,unknown,,,
他说不能让秦国把,1,unknown,,,
们变成他,1,unknown,,,
们楚国需,1,unknown,,,
们楚国自己,1,unknown,,,
所以他对楚国,1,unknown,,,
国王说,1,unknown,,,
每天说,1,unknown,,,
说很多次,1,unknown,,,
用不同,1,unknown,,,
方法告诉他自己,1,unknown,,,
所以屈原极力劝说,1,unknown,,,
让别人相信,1,unknown,,,
自己说,1,unknown,,,
然后极力呢,1,unknown,,,
他很努力,1,unknown,,,
相信他说,1,unknown,,,
所以他花很长时间跟,1,unknown,,,
说这个话,2,unknown,,,
他每天好几次跟,1,unknown,,,
然后他天天说,1,unknown,,,
这个叫极力劝说,1,unknown,,,
他极力劝说楚王,1,unknown,,,
一个自己,1,unknown,,,
不想被别,1,unknown,,,
国家控制,1,unknown,,,
常常可以说维护国家独立,1,unknown,,,
维护国家主权,1,unknown,,,
屈原极力劝说维护国家,1,unknown,,,
楚国国内,2,unknown,,,
许多人反对这一主张,2,unknown,,,
想法吗,1,unknown,,,
这一主张就,1,unknown,,,
屈原说,1,unknown,,,
要维护国家,1,unknown,,,
反对就,1,unknown,,,
觉得屈原,1,unknown,,,
这个叫反对,1,unknown,,,
们可以说反对一个事情,1,unknown,,,
想法不一样,1,unknown,,,
还可以说支持一个事情,1,unknown,,,
看法,4,unknown,,,
国内,1,unknown,,,
他们反对屈原,1,unknown,,,
他们反对这一什么,1,unknown,,,
想法对不对,1,unknown,,,
可能生活里面,1,unknown,,,
说话,1,unknown,,,
不可以说,1,unknown,,,
晚上吃,1,unknown,,,
冰淇淋,1,unknown,,,
不吃面条,1,unknown,,,
这好像不太对吧,1,unknown,,,
主张更像,1,unknown,,,
为一个国家,1,unknown,,,
个总统啊做事情,1,unknown,,,
们国家应该,1,unknown,,,
一起合作,1,unknown,,,
们国家不应该,1,unknown,,,
那个国家做这个,1,unknown,,,
来往,1,unknown,,,
或者做生意,1,unknown,,,
做贸易,1,unknown,,,
做交换,1,unknown,,,
楚王面前说屈原,1,unknown,,,
个不可信任,3,unknown,,,
所以这些反对屈原,1,unknown,,,
楚王面前做什么呀,1,unknown,,,
说坏话呀,1,unknown,,,
说屈原,1,unknown,,,
所以他们说关于屈原,1,unknown,,,
不好听,1,unknown,,,
他们说什么呢,1,unknown,,,
楚王啊,1,unknown,,,
不要相信屈原,1,unknown,,,
屈原不,1,unknown,,,
一个好,1,unknown,,,
们这个国家,1,unknown,,,
所以这个信任就,1,unknown,,,
不可信任就,1,unknown,,,
不可以相信他,1,unknown,,,
不要相信他告,1,unknown,,,
这个叫说谁谁,1,unknown,,,
他们把屈原当作眼中钉肉中刺,1,unknown,,,
他们把屈原当作什么,1,unknown,,,
把一个人当做眼中钉肉中刺,1,unknown,,,
这个意思,1,unknown,,,
很喜欢这个人,1,unknown,,,
很讨厌那个人,1,unknown,,,
非常不喜欢,1,unknown,,,
非常讨厌这个人,1,unknown,,,
不同意他,1,unknown,,,
每天不想看到他,1,unknown,,,
那可以说他,1,unknown,,,
想把那个人,1,unknown,,,
让那个人离开,1,unknown,,,
这个听起来好像,1,unknown,,,
点像电视剧一样,1,unknown,,,
慢慢地,1,unknown,,,
楚王也开始相信这些人说,1,unknown,,,
把屈原流放,1,unknown,,,
所以看起来这些人也,1,unknown,,,
每天极力,1,unknown,,,
劝说楚王屈原,1,unknown,,,
一个不可信任,1,unknown,,,
所以后来楚王开始相信,1,unknown,,,
然后把屈原流放,1,unknown,,,
流放啊,1,unknown,,,
中国古代经常发生,1,unknown,,,
比如说如果皇帝一个国王发现他不喜欢一个,1,unknown,,,
那他就不喜欢他,1,unknown,,,
身边,1,unknown,,,
他把他放到一个很远很远,1,unknown,,,
地方去,1,unknown,,,
生活条件都会比较艰苦,1,unknown,,,
所以他就不能做大臣,1,unknown,,,
他就丢掉他,1,unknown,,,
这个叫被流放,1,unknown,,,
很多好,1,unknown,,,
大臣后来都,1,unknown,,,
屈原他自己也,1,unknown,,,
一个作家,1,unknown,,,
他写下,1,unknown,,,
许多动人,2,unknown,,,
时候呢,1,unknown,,,
屈原写下,3,unknown,,,
许多什么样,1,unknown,,,
很多动人,1,unknown,,,
动人就,1,unknown,,,
让人感动,1,unknown,,,
一会,1,unknown,,,
想哭,1,unknown,,,
这个叫动人,1,unknown,,,
诗篇就,1,unknown,,,
然后这里面,1,unknown,,,
期间啊,1,unknown,,,
时候常用,1,unknown,,,
什么什么时候,1,unknown,,,
二零一零年到二零一五年这五年,1,unknown,,,
英国,2,unknown,,,
这五年期间,1,unknown,,,
学习,1,unknown,,,
英文,1,unknown,,,
西班牙文,1,unknown,,,
北京工作期间,1,unknown,,,
认识,2,unknown,,,
女朋友,1,unknown,,,
读大,1,unknown,,,
学期间,1,unknown,,,
这个朋友,1,unknown,,,
很多朋友,1,unknown,,,
其中一首叫做,1,unknown,,,
每一个中国人都知道这首诗,1,unknown,,,
每个中国人都知道吗,1,unknown,,,
妈可能不知道,1,unknown,,,
他们应该,1,unknown,,,
每个人都知道吧,1,unknown,,,
觉得应该很多人知道吧,1,unknown,,,
因为这个上,1,unknown,,,
语文课,1,unknown,,,
时候大家都学过,1,unknown,,,
一小部分,1,unknown,,,
当屈原知道秦始皇占领,1,unknown,,,
自己心爱,1,unknown,,,
祖国,1,unknown,,,
所以后来秦国,1,unknown,,,
秦始皇怎么,1,unknown,,,
秦始皇占领,2,unknown,,,
之前秦始皇要统一七国嘛,1,unknown,,,
所以这个占领啊就,1,unknown,,,
说这不,2,unknown,,,
家这,1,unknown,,,
床睡觉,1,unknown,,,
车,1,unknown,,,
所以当时啊秦始皇用他庞大,1,unknown,,,
军队占领,1,unknown,,,
们秦国,1,unknown,,,
六国,1,unknown,,,
屈原他感觉怎么样,1,unknown,,,
他很伤心,1,unknown,,,
很难过呀,1,unknown,,,
因为他非常,1,unknown,,,
爱楚国,1,unknown,,,
楚国人,1,unknown,,,
他非常地伤心,1,unknown,,,
把自己绑,1,unknown,,,
一块大石头上,1,unknown,,,
汨罗江中,2,unknown,,,
所以这个绑就,1,unknown,,,
用一个绳子,1,unknown,,,
把一个东西,1,unknown,,,
一个别,1,unknown,,,
东西用绳子放,1,unknown,,,
这个叫绑,1,unknown,,,
绑起来,1,unknown,,,
如果把,1,unknown,,,
们两个不能分开,1,unknown,,,
所以以前,1,unknown,,,
很多情况,1,unknown,,,
抓到一个人,1,unknown,,,
会把这个人绑到树,1,unknown,,,
所以这个人不能走,1,unknown,,,
后来他沉入,1,unknown,,,
他自杀,1,unknown,,,
沉入嘛就,1,unknown,,,
一个东西很重,1,unknown,,,
放到水里面,1,unknown,,,
这个东西不,1,unknown,,,
水上面,1,unknown,,,
下面,1,unknown,,,
这个叫沉,1,unknown,,,
入就,1,unknown,,,
进去,1,unknown,,,
沉到,1,unknown,,,
所以屈原就死,1,unknown,,,
屈原自杀,1,unknown,,,
屈原死,1,unknown,,,
因为他把自己绑,1,unknown,,,
一块石头上,1,unknown,,,
然后投到,1,unknown,,,
江里面,1,unknown,,,
自己杀死,1,unknown,,,
这个叫投江自杀,1,unknown,,,
百姓们知道这个消息之后做,1,unknown,,,
喜欢屈原,1,unknown,,,
出国,1,unknown,,,
百姓十分尊敬屈原,1,unknown,,,
他们知道屈原,1,unknown,,,
智慧爱好,1,unknown,,,
他做,1,unknown,,,
想让楚国,1,unknown,,,
变得更好,1,unknown,,,
百姓们十分尊敬屈原,1,unknown,,,
当听到他投江自杀,1,unknown,,,
好像听到,1,unknown,,,
人们听到屈原投江自杀,1,unknown,,,
消息以后,1,unknown,,,
他们也去,1,unknown,,,
说很少,1,unknown,,,
人去还,1,unknown,,,
人一起去吗,1,unknown,,,
人先去然后,1,unknown,,,
人后去,2,unknown,,,
后来又,1,unknown,,,
人先去,1,unknown,,,
然后一直都,1,unknown,,,
一直都,1,unknown,,,
比如说这个,1,unknown,,,
下课,1,unknown,,,
大家纷纷离开,1,unknown,,,
教室,1,unknown,,,
九点离开,1,unknown,,,
九点零一离开,1,unknown,,,
九点零,1,unknown,,,
二离开,1,unknown,,,
或者说马上就要上课,1,unknown,,,
大家纷纷往学校走,1,unknown,,,
还想到一个就,1,unknown,,,
音乐会结束,1,unknown,,,
看音乐会,1,unknown,,,
人纷纷离开,1,unknown,,,
体育场,1,unknown,,,
所以大家纷纷赶到汨罗江边,1,unknown,,,
大家纷纷赶到汨罗江边去做什么呢,1,unknown,,,
他们一边划船一边敲鼓,1,unknown,,,
所以他们做,1,unknown,,,
两件事,1,unknown,,,
他们为什么一边划船一边敲鼓呢,1,unknown,,,
觉得划船,1,unknown,,,
他们想找到屈原,1,unknown,,,
哪啊,1,unknown,,,
觉得可能,1,unknown,,,
身体他,1,unknown,,,
尸体到,1,unknown,,,
这个河里面,1,unknown,,,
应该会,1,unknown,,,
虾要吃,1,unknown,,,
所以他敲鼓应该,1,unknown,,,
想让那些鱼,1,unknown,,,
虾跑,1,unknown,,,
不想让它吃屈原,1,unknown,,,
想吓走那些鱼,1,unknown,,,
虾,1,unknown,,,
答对,1,unknown,,,
鱼群啊就,1,unknown,,,
一群鱼,1,unknown,,,
们可以说鱼群,1,unknown,,,
们可以说人群,1,unknown,,,
们可以说,1,unknown,,,
牛群,1,unknown,,,
他们不知道这个好不好使,1,unknown,,,
但他们想做这样,1,unknown,,,
尝试,1,unknown,,,
想试一试,1,unknown,,,
百姓坐,1,unknown,,,
船上,2,unknown,,,
将一包包糯米做成,1,unknown,,,
粽子扔进河里,2,unknown,,,
粽子而让屈原,1,unknown,,,
尸骨得到安息,3,unknown,,,
老百姓楚国,1,unknown,,,
人坐,1,unknown,,,
他们扔东西,1,unknown,,,
什么东西啊,1,unknown,,,
们之前说,1,unknown,,,
端午节吃,1,unknown,,,
那粽子,1,unknown,,,
什么做,1,unknown,,,
知道米,1,unknown,,,
米饭,1,unknown,,,
糯米呢,1,unknown,,,
糯米一般就,1,unknown,,,
比较软比较黏,1,unknown,,,
知道什么很黏吗,1,unknown,,,
像胶水就很黏,1,unknown,,,
那什么东西,1,unknown,,,
们要吃糯米,1,unknown,,,
元宵啊,1,unknown,,,
外面,1,unknown,,,
东西也,1,unknown,,,
应该还,1,unknown,,,
不就,1,unknown,,,
汤圆吗,1,unknown,,,
人不觉得那,1,unknown,,,
汤圆吧,1,unknown,,,
黏米做,2,unknown,,,
所以粽子其实也,1,unknown,,,
糯米啊,1,unknown,,,
所以呢他们,1,unknown,,,
这个将一包包糯米就,1,unknown,,,
这个将就,1,unknown,,,
把一包包糯米做成,1,unknown,,,
为什么他们要把粽子扔进河,1,unknown,,,
粽子自己吃不,1,unknown,,,
更好吗,1,unknown,,,
以为粽子,1,unknown,,,
怎么扔到河里去,1,unknown,,,
因为他们希望鱼儿们吃粽子,1,unknown,,,
他们希望鱼能吃这个粽子,1,unknown,,,
所以这些鱼就不会吃屈原,1,unknown,,,
他们希望鱼儿们吃粽子而让屈原,1,unknown,,,
而让屈原,1,unknown,,,
让屈原,1,unknown,,,
尸体啊,1,unknown,,,
骨头,1,unknown,,,
所以他希望安息,1,unknown,,,
这个息,1,unknown,,,
这个安呢,1,unknown,,,
安静啊,1,unknown,,,
人去打扰他,1,unknown,,,
人去吃他,1,unknown,,,
所以他很安,1,unknown,,,
可以休息,1,unknown,,,
所以安息这个词,1,unknown,,,
常常对一个死去,1,unknown,,,
人说,1,unknown,,,
希望死者安息,1,unknown,,,
什么生者坚强,1,unknown,,,
逝者安息,1,unknown,,,
百姓们一直记着屈原沉入汨罗江,1,unknown,,,
哪一天沉入汨罗江来着,1,unknown,,,
所以百姓们一直记着五月初五这个日子,1,unknown,,,
就这样,1,unknown,,,
每年农历五月初五,1,unknown,,,
大家也敲鼓打锣,1,unknown,,,
所以这句话里面说到,1,unknown,,,
农历五月初五端午节,1,unknown,,,
三个习,1,unknown,,,
农历五月初五大家会做,1,unknown,,,
三件事情,1,unknown,,,
个短语叫举行比赛,1,unknown,,,
举行什么什么比赛,1,unknown,,,
举行足球比赛,1,unknown,,,
举行篮球比赛,1,unknown,,,
举行唱歌比赛,1,unknown,,,
举行说中文比赛,1,unknown,,,
大家还做什么呢,1,unknown,,,
大家也敲锣打鼓,1,unknown,,,
一边划船划龙舟,1,unknown,,,
一边敲锣打鼓,1,unknown,,,
一边扔粽子,1,unknown,,,
所以这里要说,1,unknown,,,
一下敲锣打鼓,1,unknown,,,
一个成语,1,unknown,,,
们其实,1,unknown,,,
上一次讲这个端午节,1,unknown,,,
说成,1,unknown,,,
其实敲鼓打锣不,1,unknown,,,
一个很常用,1,unknown,,,
们常常说,1,unknown,,,
再说一遍,1,unknown,,,
所以咚咚咚锵锵锵,1,unknown,,,
咚咚咚锵锵锵那个声音,1,unknown,,,
果大家去过中国,1,unknown,,,
常常会听到敲锣打鼓,1,unknown,,,
为什么弄这么响,1,unknown,,,
声音啊,1,unknown,,,
可以把这个鱼儿吓走啊,1,unknown,,,
其实就,1,unknown,,,
中国很多传统节日都会敲锣打鼓,1,unknown,,,
比如说春节,1,unknown,,,
舞龙舞狮也会敲锣打鼓,1,unknown,,,
说巨大,1,unknown,,,
声音可以把那些坏运气啊,1,unknown,,,
那些叫什么啊,1,unknown,,,
那个叫什么啊,1,unknown,,,
霉气,1,unknown,,,
倒霉,1,unknown,,,
或者那些就,1,unknown,,,
死人啊不好,1,unknown,,,
灵魂啊那些不好,1,unknown,,,
他们害,1,unknown,,,
怕,1,unknown,,,
他们就不来找,1,unknown,,,
辟邪嘛,1,unknown,,,
们说过辟邪,1,unknown,,,
相信吗,1,unknown,,,
挺相信,1,unknown,,,
时候挺相信,1,unknown,,,
但现,1,unknown,,,
不住,1,unknown,,,
要看,1,unknown,,,
家乡,1,unknown,,,
这样子,1,unknown,,,
态度肯定,1,unknown,,,
不相信嘛,1,unknown,,,
那么相信,1,unknown,,,
也尊重他们,1,unknown,,,
这种习俗,1,unknown,,,
所以大家敲锣打鼓,1,unknown,,,
大家用这样,1,unknown,,,
方式来纪念这位伟大,1,unknown,,,
上给,1,unknown,,,
们写好评,1,unknown,,,
也欢迎您,1,unknown,,,
上关注,1,unknown,,,
们得到,1,unknown,,,
好评越多,1,unknown,,,
越来越多,1,unknown,,,
人知道听,1,unknown,,,
故事说中文这个节目,1,unknown,,,
同时也希望您把这个节目推荐给您,1,unknown,,,
老师,1,unknown,,,
同学,1,unknown,,,
非常感谢大家,1,unknown,,,
们前进,1,unknown,,,
动力,1,unknown,,,
这里谢,1,unknown,,,
们下次再见,1,unknown,,,
