word,count,type,freq,ln(freq),hsk
举行龙舟比赛,5,token,,,
大家也敲,2,token,,,
敲鼓打锣,3,token,,,
向河里扔粽子,3,token,,,
扔粽子,4,token,,,
的三,2,token,,,
球比赛,2,token,,,
锣打鼓,10,token,,,
咚咚咚锵锵锵,2,token,,,
锵锵,4,token,,,
的声,3,token,,,
的声音,2,token,,,
可以把,2,token,,,
会敲锣打鼓,2,token,,,
叫什么啊,2,token,,,
信吗,2,token,,,
挺相信的,2,token,,,
相信的,3,token,,,
我住在,2,token,,,
欢迎您,2,token,,,
这个节目,2,token,,,
谢大家,2,token,,,
端午节,83,dict,40489,10.60878561,6
女,274,dict,5946513,15.59831556,2
听,7,dict,6519997,15.69038447,1
故事,21,dict,2328736,14.66083619,3
说,115,dict,52966771,17.78517531,1
中文,4,dict,654899,13.3922363,3
得,9,dict,22420955,16.92550657,2
越,7,dict,4934511,15.41176414,3
好,23,dict,41528330,17.5418864,1
大家,25,dict,11129890,16.22514484,2
今天,4,dict,12378709,16.33148854,1
给,7,dict,28952371,17.18116266,2
带来,1,dict,3580695,15.09106747,
解读,5,dict,213017,12.26912725,
男,270,dict,3847599,15.16295988,2
本期,1,dict,309408,12.64241607,
的,478,dict,943370349,20.6649695,1
节目,4,dict,1815858,14.41206864,3
由,1,dict,12849824,16.36884067,4
我们,59,dict,41787606,17.54811035,1
赞助,1,dict,329355,12.70489148,6
完成,1,dict,5542752,15.52800169,3
在,105,dict,197672850,19.10212395,1
这里,8,dict,5812931,15.57559548,
感谢,2,dict,2204787,14.60614146,4
没有,11,dict,30405623,17.23013812,1
你们,8,dict,8527633,15.95882239,
支持,5,dict,6876120,15.7435651,4
和,26,dict,118878434,18.59361197,1
帮助,1,dict,3665880,15.11457897,2
就,25,dict,65012716,17.99009344,2
这,26,dict,73252887,18.10942822,1
期,1,dict,3391242,15.03670678,
非常,12,dict,8056541,15.90199487,2
谢谢,1,dict,2528380,14.74308934,1
安康,2,dict,72729,11.19449548,
希望,12,dict,8644589,15.97244413,2
有,66,dict,94271573,18.36169025,1
个,95,dict,87859759,18.29125245,1
嗯,74,dict,886946,13.69553938,5
那,20,dict,21808185,16.89779592,1
到,17,dict,50645570,17.74036232,2
今年,10,dict,9714475,16.0891276,
你,114,dict,88487705,18.29837417,1
做,56,dict,23494662,16.9722838,1
了,101,dict,255733044,19.35964466,1
什么,62,dict,17796936,16.69453687,1
呢,25,dict,12641044,16.35245954,1
我,106,dict,169391220,18.94772151,1
哦,42,dict,6312883,15.65810302,6
吃,41,dict,12987492,16.3794973,1
粽子,50,dict,88217,11.38755497,
吗,31,dict,10975592,16.21118446,1
馅,3,dict,87362,11.37781568,
是,229,dict,171296602,18.95890713,1
鸡肉,1,dict,97177,11.48428934,
啊,53,dict,26905491,17.10784095,3
咸,8,dict,269908,12.50583644,4
吧,71,dict,17812571,16.695415,2
想,25,dict,21944953,16.90404774,1
知道,21,dict,9354835,16.05140388,2
哪里,5,dict,2017051,14.5171471,
也,43,dict,77259249,18.16267719,2
不是,26,dict,14890823,16.51625568,
地方,16,dict,5926648,15.59496935,3
没,21,dict,17613557,16.68417945,
错,18,dict,2571415,14.75996689,2
还,19,dict,37384723,17.4367727,2
梦,1,dict,2302502,14.64950692,4
里,11,dict,19397088,16.78063351,1
其实,20,dict,5839402,15.58013895,3
朋友,7,dict,5331707,15.48918201,1
家,12,dict,17971399,16.70429211,1
过,26,dict,21257943,16.87224117,2
他们,39,dict,23760910,16.98355235,
很好,3,dict,2654919,14.7919247,
好吃,3,dict,819558,13.61652045,2
这个,94,dict,24376948,17.00914849,
呀,11,dict,4283819,15.27035546,4
后来,14,dict,2379750,14.682506,3
才,2,dict,11164766,16.22827348,3
中国,40,dict,27811293,17.14095272,1
不同,7,dict,6966512,15.75662523,
不一样,4,dict,937596,13.75107443,
口味,1,dict,461128,13.04143094,5
味道,5,dict,1057809,13.87171035,4
就是,86,dict,21108063,16.86516566,
南方,1,dict,665153,13.40777237,
北方,2,dict,501878,13.12611234,3
它,10,dict,12176287,16.31500093,2
所以,87,dict,8908397,16.00250487,2
老家,4,dict,281358,12.54738316,
东北,1,dict,694073,13.45033242,
嘛,21,dict,2432483,14.7044231,6
话,16,dict,8663934,15.97467945,
般,9,dict,1378728,14.13667189,
甜味,1,dict,21396,9.970959268,
甜,4,dict,514502,13.15095472,3
特别,1,dict,3775279,15.14398485,3
用,19,dict,20512801,16.83655969,3
糯米,15,dict,108990,11.59901141,
红枣,2,dict,122586,11.7165681,
或者,11,dict,4486147,15.31650476,3
蜜枣,2,dict,10826,9.289705927,
起,13,dict,11487882,16.2568033,
然,1,dict,829162,13.62817083,
后,3,dict,33767571,17.33501146,
有的,14,dict,3183017,14.97334005,
时候,35,dict,12888353,16.37183459,1
可以,39,dict,25881411,17.06903555,2
沾,1,dict,234325,12.36446432,
糖,1,dict,1022424,13.83768684,4
不知道,7,dict,4744474,15.37249113,
里面,22,dict,2555210,14.75364497,
面的,6,dict,365382,12.80869866,
枣子,1,dict,8318,9.02617712,
或,1,dict,13198499,16.39561367,
对,144,dict,56546971,17.8505822,2
肉,19,dict,1987246,14.50226032,
以前,16,dict,3076134,14.93918417,3
都,14,dict,52527496,17.77684732,1
放,8,dict,5784906,15.57076267,3
觉得,13,dict,7959167,15.8898349,2
很,55,dict,29046232,17.18439933,1
有意思,3,dict,418458,12.94433181,
因为,23,dict,15060912,16.52761334,2
都是,8,dict,10663292,16.18231775,
去,23,dict,30059353,17.21868442,1
哎,1,dict,1406038,14.15628638,5
怎么,11,dict,8708842,15.97984939,1
还有,16,dict,9517905,16.06868532,
但是,10,dict,11099202,16.22238377,2
第,2,dict,2002074595,21.41744978,
次,5,dict,17518177,16.67874959,2
差,3,dict,2575850,14.76169013,3
不,35,dict,70153387,18.06619465,1
多十三四,1,unknown,,,
岁,3,dict,8215534,15.92153731,1
为,8,dict,57419345,17.86589183,3
这么,2,dict,7829309,15.87338481,
晚,1,dict,3391123,15.03667169,
安徽,2,dict,445891,13.00782981,
某个,2,dict,526563,13.17412626,
小,8,dict,20674943,16.84443304,1
那个,27,dict,5296183,15.48249693,
说法,3,dict,987884,13.80332056,
还要,1,dict,2888314,14.8761835,
注意,1,dict,3732141,15.13249262,3
每一个,2,dict,1120937,13.9296755,
真,4,dict,16020066,16.58935262,2
季节,1,dict,585186,13.27968502,3
现在,7,dict,16365880,16.61070924,1
记得,7,dict,2163744,14.58735061,3
会,32,dict,40026863,17.50506136,1
绿豆糕,2,dict,2779,7.92984643,
绿豆,1,dict,101503,11.52784363,
糕点,1,dict,45131,10.71732465,
鸭蛋,4,dict,65927,11.09630335,
鸭,1,dict,418656,12.94480486,
下,8,dict,26737542,17.1015792,1
蛋,1,dict,1262156,14.04833193,
然后,30,dict,5260934,15.47581914,3
把,32,dict,25511304,17.05463221,3
腌,2,dict,83127,11.32812484,
很咸,1,dict,1626,7.39387829,
蛋黄,5,dict,74272,11.21548931,
人,50,dict,65506298,17.99765685,1
黄月,1,dict,163,5.093750201,
月饼,2,dict,193047,12.17068896,
哎呀,1,dict,376809,12.83949371,
常喜,1,dict,294,5.683579767,
喜欢,9,dict,9589721,16.07620235,1
很多人,7,dict,1044555,13.85910152,
去年,1,dict,5301941,15.48358354,2
花,12,dict,4562491,15.3333793,3
黄放,1,dict,228,5.429345629,
太,3,dict,15451106,16.55319114,1
健康,1,dict,3887813,15.17335735,3
什么是,5,dict,429456,12.97027457,
种花,2,dict,22469,10.01989186,
猪,1,dict,1409322,14.1586193,5
肚子,1,dict,715207,13.48032729,4
上,23,dict,66509925,18.01286174,1
叫,37,dict,7079928,15.7727743,1
一点点,1,unknown,,,
瘦,1,dict,1219941,14.01431305,3
肥,1,dict,885961,13.69442821,
些,1,dict,2344133,14.66742617,1
皮,1,dict,1661628,14.3233084,
反正,1,dict,845527,13.64771538,5
妈,3,dict,2938594,14.89344179,
常,1,dict,3201158,14.97902318,
层,3,dict,2931775,14.8911186,3
一二三,1,unknown,,,
对对,8,dict,76629,11.24673087,
来讲,1,dict,561923,13.23912011,
讲,7,dict,3768916,15.14229798,3
之前,3,dict,3320370,15.01558678,
问,9,dict,6740338,15.72362063,2
件,7,dict,5517461,15.52342835,2
事情,17,dict,5385352,15.49919323,2
不可,9,dict,2087964,14.55169999,
除了,4,dict,3600277,15.09652134,3
以外,4,dict,740176,13.51464327,
来,12,dict,37970033,17.4523078,1
赛龙舟,7,dict,3485,8.156223323,
龙舟,17,dict,46881,10.75536776,
比赛,14,dict,8302273,15.93203989,3
比,1,dict,14464951,16.48723911,2
划船,10,dict,23436,10.06202858,
谁,4,dict,8548190,15.96123012,1
划,7,dict,708705,13.47119464,5
快,1,dict,8057227,15.90208001,2
里赛,1,dict,111,4.709530201,
在家,2,dict,1048507,13.86287781,
家里,8,dict,1982174,14.49970478,
客厅,3,dict,294120,12.59174313,4
两,15,dict,32745515,17.30427656,2
孩子,5,dict,6681697,15.71488256,2
很大,2,dict,2991517,14.91129117,
纸盒,3,dict,23256,10.05431844,
道那,1,dict,149,5.003946306,
小孩子,2,dict,252610,12.43960208,
穿,4,dict,3884646,15.17254242,2
尿布,2,dict,32339,10.38402921,
很多,34,dict,7245918,15.79594883,
盒子,3,dict,141027,11.85670664,4
并,1,dict,19061803,16.76319705,
成,2,dict,10176702,16.13561155,
龙船,1,dict,7725,8.952217102,
龙,3,dict,2295906,14.64663809,5
身体,4,dict,3014124,14.9188198,2
再,1,dict,15399566,16.54984989,2
拿,1,dict,4903114,15.40538107,3
别,10,dict,5547188,15.52880169,2
头,1,dict,5670592,15.55080408,
尾,1,dict,899590,13.70969438,
巴,1,dict,1817799,14.41313699,
船桨,2,dict,2930,7.982757702,
水,5,dict,8153040,15.91390142,1
东西,16,dict,5827002,15.57801319,1
船,1,dict,1254500,14.04224764,3
以往,1,dict,877659,13.68501341,6
往前,1,dict,233472,12.36081743,
走,4,dict,10925488,16.20660897,2
看到,5,dict,9724548,16.09016397,
到了,12,dict,5417555,15.50515516,
应该,13,dict,8001472,15.89513608,3
爸爸,3,dict,1539349,14.24687016,1
当然,1,dict,3415900,15.04395156,3
小孩,4,dict,863654,13.6689275,
纸,1,dict,1756432,14.37879504,
常开,1,dict,177,5.176149733,
开心,2,dict,3008908,14.91708778,4
敲,24,dict,363988,12.80487618,4
鼓,14,dict,296697,12.6004667,
就是赛,1,dict,698,6.548219103,
有人,10,dict,4125753,15.23275911,
妈妈,2,dict,2733513,14.82109815,1
玩,2,dict,4207147,15.2522953,2
实在,3,dict,1399447,14.15158772,4
比较,6,dict,6575380,15.69884293,3
较少,1,dict,288536,12.57257514,
带,7,dict,8410064,15.94493964,3
种,5,dict,14993403,16.52312086,3
手链,2,dict,59297,10.99031399,
彩,8,dict,1109297,13.91923704,
绳,12,dict,177640,12.08751431,
你好,1,dict,659697,13.39953592,
好像,8,dict,2129764,14.57152173,4
努力,2,dict,4574518,15.3360119,3
儿化,1,dict,5304,8.576216532,
颜色,1,dict,1119646,13.92852312,2
拧,1,dict,206355,12.23735327,6
红,3,dict,4084578,15.22272898,2
黄,1,dict,2136383,14.57462477,
绿,1,dict,1070761,13.88388017,3
蓝,1,dict,1606392,14.28950123,3
漂亮,1,dict,1660274,14.32249321,1
系,3,dict,5052225,15.4353393,5
手,3,dict,13266506,16.40075307,
脖,1,dict,454211,13.02631713,
她,6,dict,26689468,17.09977959,1
着,5,dict,45143802,17.62536355,2
辟邪,7,dict,17141,9.749228534,
让,9,dict,21971231,16.90524447,2
运气,3,dict,462955,13.04538514,5
离开,7,dict,2646109,14.78860082,3
年长,1,dict,48169,10.78247094,
告诉,5,dict,5024560,15.42984845,2
邪,1,dict,451222,13.01971474,
那些,10,dict,4520517,15.32413693,
辟,1,dict,116097,11.66218133,
它们,10,dict,2024150,14.52066042,
躲避,1,dict,151960,11.93137261,
避开,1,dict,197055,12.19123816,
想起来,1,dict,200856,12.21034351,
小时候,1,dict,572816,13.25831983,
习俗,10,dict,122588,11.71658442,6
根,3,dict,1712841,14.35366395,5
红色,1,dict,936963,13.75039907,
老人,4,dict,1776058,14.38990686,
几,5,dict,10023845,16.12047731,1
左右,1,dict,4345575,15.28466864,4
孩,1,dict,322987,12.68536735,
子,1,dict,4674640,15.35766271,
脚,2,dict,2010834,14.51406012,3
农村,1,dict,3463634,15.05782888,5
样,9,dict,1111779,13.92147199,
不会,7,dict,8010572,15.89627273,
灾难,1,dict,270410,12.5076946,6
落水,1,dict,62307,11.03982906,
最后,2,dict,7078430,15.77256269,3
习惯,2,dict,2042182,14.5295294,3
采,1,dict,638950,13.36758148,
野草,1,dict,27096,10.20714139,
草,5,dict,1267268,14.05237396,3
长,8,dict,8800220,15.99028728,2
闻,1,dict,623222,13.34265807,5
起来,4,dict,8059704,15.90238739,3
浓,3,dict,468694,13.05770538,5
大门,1,dict,592498,13.29210278,
门上,1,dict,70163,11.15857639,
上面,2,dict,1310429,14.08586512,
那边,2,dict,498433,13.11922446,
菖蒲,5,dict,6681,8.807022956,
种草,1,dict,26336,10.1786921,
蒿子,3,dict,1107,7.009408933,
秆,3,dict,40499,10.60903256,
加上,1,dict,1739983,14.3693859,
记,5,dict,1648943,14.31564503,
清楚,1,dict,2109154,14.56179748,3
猜想,1,dict,106676,11.57755148,
原因,3,dict,4817909,15.38785057,4
所,1,dict,15084080,16.52915044,5
以,2,dict,27963704,17.14641794,4
邪气,1,dict,24269,10.09695509,
不到,2,dict,3324045,15.01669297,
月份,1,dict,2084178,14.54988509,
农历,23,dict,139381,11.84496647,6
月初,12,dict,37173,10.52333797,
刚刚,1,dict,2643675,14.78768055,
入,2,dict,5523397,15.52450363,
夏,1,dict,910767,13.72204238,3
蚊虫,3,dict,29267,10.28421588,
驱赶,1,dict,41569,10.63510998,
驱走,1,dict,13343,9.498747182,
这些,6,dict,11378382,16.2472258,
香料,1,dict,55407,10.92246122,
小包,1,dict,68008,11.12738062,
包里,1,dict,22134,10.00487017,
身,2,dict,5878144,15.58675162,
香,1,dict,1714448,14.35460172,4
包,1,dict,3463373,15.05775353,3
不对,18,dict,669532,13.41433424,
虫子,1,dict,73130,11.19999396,
咬,2,dict,570258,13.25384417,5
个人,13,dict,5264294,15.4764576,5
听说,1,dict,1122251,13.93084705,
国某,1,dict,267,5.587248658,
某些,1,dict,1232701,14.02471825,
喝,6,dict,3881270,15.17167298,1
雄黄酒,3,dict,1803,7.497207223,
哪,5,dict,2578497,14.76271723,1
电影,1,dict,3689714,15.12105951,1
新,16,dict,21776749,16.8963534,2
白,10,dict,3109093,14.9498416,2
娘子,3,dict,90938,11.41793323,
传奇,2,dict,435790,12.98491575,
蛇,10,dict,471482,13.0636362,5
传,5,dict,1980953,14.4990886,
娘娘,2,dict,102389,11.53653456,
年,14,dict,59830333,17.90702333,1
丈夫,2,dict,1090817,13.90243751,2
许仙,2,dict,3844,8.25426877,
请,1,dict,6760332,15.72658256,1
妖精,1,dict,70912,11.16919495,
精,1,dict,972971,13.78810956,
不能,5,dict,10492118,16.16613487,
这种,3,dict,9795387,16.09742212,
酒,1,dict,2310770,14.65309136,
以后,6,dict,5109594,15.44663051,
从,2,dict,29106991,17.18648894,2
变成,6,dict,2136378,14.57462243,
天,2,dict,20457907,16.83388002,
办法,1,dict,3578828,15.09054593,3
吓,1,dict,842989,13.64470919,5
得病,1,dict,28464,10.25639541,
吓死,2,dict,160547,11.98634201,
如果,12,dict,14358816,16.47987467,3
找,3,dict,8427695,15.94703386,2
年前,2,dict,335651,12.72382721,
录,1,dict,836935,13.63750169,
网络,1,dict,4634842,15.34911267,5
检索,1,dict,275771,12.52732609,
电,1,dict,5915529,15.59309149,
视,1,dict,915617,13.72735343,
剧,1,dict,1453125,14.18922697,
集,1,dict,1513931,14.23022014,
好看,1,dict,1414439,14.16224354,
开始,10,dict,13244622,16.39910214,2
国民,6,dict,369773,12.82064458,
民间,18,dict,851894,13.65521738,6
传统,34,dict,3212766,14.98264281,5
节日,23,dict,700342,13.45932407,3
——,6,unknown,,,
国会,1,dict,415072,12.93620728,
日历,4,dict,59886,11.00019803,5
世界,5,dict,9936800,16.1117556,3
国家,53,dict,13546984,16.4216745,3
比如,21,dict,2170874,14.59064041,4
月,16,dict,40981378,17.52862833,1
十六,3,unknown,,,
号,16,dict,7363824,15.81208992,1
所有,2,dict,5983705,15.6045505,4
方都,1,dict,4613,8.436633684,
可是,3,dict,4439141,15.30597145,4
记录,2,dict,1291962,14.07167255,5
时间,7,dict,14785440,16.50915347,2
更多,1,dict,4478653,15.31483289,
农民,5,dict,2920985,14.88743145,5
民用,1,dict,176288,12.0798743,
用来,1,dict,784284,13.57252648,
日子,6,dict,1743121,14.37118774,5
需要,2,dict,10639969,16.18012813,3
种田,2,dict,60695,11.0136166,
收割,1,dict,82300,11.31812639,
收回,1,dict,368159,12.81627019,
回家,2,dict,3177831,14.97170945,
变,2,dict,3496479,15.06726702,
冷,1,dict,2914595,14.88524143,1
等等,4,dict,1436934,14.17802223,
看,7,dict,27275620,17.12150382,1
最,1,dict,19077013,16.76399466,2
叫做,2,dict,458572,13.03587259,
阴历,8,dict,18248,9.811810764,
爷爷,1,dict,477467,13.07625033,3
奶奶,1,dict,524047,13.16933665,3
代,2,dict,2517147,14.73863668,
生日,11,dict,1097618,13.90865294,2
历来,1,dict,161776,11.99396794,6
大部分,1,dict,1371342,14.13130038,
中国人,14,dict,1146867,13.95254443,
来到,1,dict,2508241,14.73509227,
世,1,dict,1452037,14.18847796,
界,1,dict,780134,13.56722098,
去了,5,dict,2037069,14.52702257,
美国,2,dict,11143597,16.22637563,
同事,1,dict,843606,13.64544084,3
来说,2,dict,3885076,15.1726531,
难,4,dict,3149843,14.96286317,3
解释,1,dict,2067656,14.54192616,4
他,91,dict,67051085,18.02096535,1
快乐,4,dict,3444915,15.05240979,2
每年,2,dict,2177341,14.59361497,
不用,2,dict,2028991,14.52304918,
不知,1,dict,1781776,14.39312118,
道,1,dict,13776897,16.43850362,
某,1,dict,3535457,15.07835313,5
个中,3,dict,46687,10.75122103,
告,2,dict,636404,13.36358886,
诉,2,dict,254511,12.44709934,
十一,1,unknown,,,
后人,1,dict,133110,11.79893113,
人家,1,dict,1861769,14.43703767,6
每一,1,dict,1627596,14.30261464,
公,1,dict,2987187,14.9098427,
司,1,dict,534563,13.18920487,
回答,1,dict,1736380,14.36731304,3
跟,7,dict,8722894,15.98146162,3
祝,1,dict,1526790,14.23867805,
生,3,dict,4223429,15.25615792,
日,1,dict,42260866,17.55937206,2
发生,1,dict,7898301,15.88215823,4
初,2,dict,2327589,14.66034353,
意思,5,dict,1414729,14.16244855,2
什么的,4,dict,629278,13.35232841,
人中,1,dict,130721,11.78082056,
老,8,dict,6717974,15.72029718,3
姓,13,dict,446188,13.00849567,2
国庆节,3,dict,68532,11.13505607,5
倒,1,dict,2399404,14.69073093,4
更,1,dict,14182556,16.46752332,3
可能,8,dict,10924987,16.20656311,2
早,4,dict,3857863,15.16562396,
前,3,dict,18590729,16.73817357,
这样,6,dict,15966815,16.58602306,
长时,3,dict,16889,9.734417801,
历史,8,dict,4350507,15.28580295,3
很久,7,dict,733252,13.50524471,
民,1,dict,1839741,14.42513536,
间,3,dict,4464230,15.31160731,
传说,1,dict,668566,13.4128904,5
统和,1,dict,5141,8.545002892,
有点,3,dict,3144740,14.96124177,
像,9,dict,8411623,15.945125,3
就是说,4,dict,241743,12.39563046,
已经,6,dict,18453164,16.7307464,2
经过,1,dict,4663309,15.35523584,3
久,1,dict,1448556,14.18607776,3
说说,1,dict,244829,12.40831529,
衣服,3,dict,932764,13.7459075,1
服饰,2,dict,289302,12.5752264,
食品,1,dict,2140171,14.57639629,
小吃,1,dict,187423,12.14112337,4
美食,1,dict,468040,13.05630904,
文化,1,dict,6715704,15.71995922,3
乐器,4,dict,120137,11.69638804,5
古筝,1,dict,30335,10.32005744,
胡,1,dict,834027,13.63402105,
琵琶,1,dict,63233,11.0545816,
种都,1,dict,135,4.905274778,
古琴,1,dict,25489,10.14600227,
较长,1,dict,206711,12.23907696,
国有,1,dict,834661,13.63478093,
属于,1,dict,2386487,14.68533297,5
于民,1,dict,521,6.255750042,
中华,12,dict,857949,13.66229994,
华民,13,dict,967,6.874198495,
民族,13,dict,2319574,14.65689411,4
古老,4,dict,261486,12.47413602,
之一,3,dict,3127581,14.95577042,
来自,2,dict,3956625,15.19090195,4
国中,1,dict,1450,7.279318835,
住,3,dict,5674865,15.55155733,1
还是,9,dict,14614773,16.49754342,3
部分,3,dict,5271870,15.4778957,4
中,10,dict,65460099,17.99695134,
国人,1,dict,253885,12.44463669,
加,1,dict,5526163,15.52500428,
坡,1,dict,231796,12.35361295,6
马来,1,dict,2023,7.612336837,
西亚,1,dict,106659,11.57739211,
西方,1,dict,997543,13.81305053,
方国,1,dict,1188,7.0800265,
欧洲,1,dict,1942904,14.47969432,5
美,1,dict,8175894,15.91670063,
国,6,dict,4684995,15.35987541,
南美洲,1,dict,28750,10.26639305,
非洲,1,dict,643366,13.37446905,
虽然,1,dict,7553479,15.83751881,2
生活,4,dict,10428809,16.16008263,4
语言,1,dict,1508409,14.22656601,4
子孙,4,dict,86675,11.36992077,
炎黄,1,dict,26234,10.17481156,
黄子,1,dict,1893,7.545918151,
自己,14,dict,34157718,17.34649912,3
不一定,2,dict,618754,13.33546306,
认可,1,dict,560611,13.23678254,6
但,5,dict,29614263,17.20376666,
词,2,dict,1083788,13.89597287,
实是,1,dict,45823,10.73254143,
梁,4,dict,521813,13.16506457,
启,4,dict,236984,12.37574791,
超,4,dict,5557574,15.53067224,
发明,1,dict,373298,12.83013231,5
何许,1,dict,7469,8.9185164,
一九零二,2,unknown,,,
历史上,2,dict,677671,13.4264172,
清代,2,dict,107071,11.58124744,
概念,1,dict,1355997,14.12004754,5
端午,5,dict,22031,10.00020583,
称,4,dict,5556949,15.53055977,5
端,4,dict,1949715,14.48319377,6
端阳,4,dict,3667,8.207129168,
称呼,1,dict,179614,12.09856538,5
千多,5,unknown,,,
经多,1,dict,229,5.433722004,
人们,2,dict,4352946,15.28636342,
庆祝,1,dict,626892,13.34852956,5
方会,2,dict,1589,7.370860167,
周代,4,dict,7835,8.966356155,
什,1,dict,728022,13.49808655,
么,1,dict,5139471,15.45246071,
时代,1,dict,2327266,14.66020475,5
朝代,1,dict,33032,10.40523207,6
叫作,1,dict,40246,10.6027659,
连年,1,dict,69059,11.14271649,6
战争,4,dict,1592167,14.28060654,5
苦难,4,dict,137428,11.83085542,
怎么样,5,dict,927693,13.74045614,1
相处,2,dict,328469,12.70219774,5
打架,1,dict,192537,12.16804362,6
打仗,8,dict,118034,11.678728,6
之间,2,dict,5182775,15.46085119,
不快,1,dict,165352,12.01583181,
要,11,dict,50753034,17.74248196,2
死,4,dict,7572512,15.84003541,4
而且,7,dict,7200892,15.78971547,3
苦,1,dict,1451321,14.18798473,4
不容,2,dict,245876,12.41258262,
容易,2,dict,3353168,15.02541613,3
困,1,dict,1238238,14.02919996,4
又,3,dict,26669137,17.09901754,3
困难,1,dict,2559565,14.75534788,4
秦国,7,dict,43901,10.68969238,
秦,9,dict,374450,12.83321356,
始,10,dict,1115287,13.92462233,
皇,10,dict,818631,13.61538871,
想要,4,dict,1965338,14.4911748,
统一,7,dict,2558887,14.75508296,5
一七,4,unknown,,,
厉害,1,dict,871651,13.67814439,4
强大,1,dict,1522928,14.23614536,
庞大,4,dict,416269,12.93908696,6
军队,5,dict,1062447,13.8760853,6
建立,8,dict,4860074,15.39656422,5
王国,3,dict,174852,12.07169518,
大,2,dict,38361973,17.46257724,1
的士,1,dict,115627,11.65812477,
士兵,1,dict,776996,13.56319048,5
替,1,dict,831817,13.63136774,
刀枪,1,dict,19516,9.878989921,
军人,2,dict,372421,12.82778021,
武器,2,dict,1119802,13.92866244,6
枪,1,dict,920184,13.73232893,5
帮,2,dict,3573358,15.08901633,
打,4,dict,10141725,16.13216866,
盖,2,dict,1022644,13.83790199,5
房子,3,dict,1528535,14.23982032,
造,1,dict,697421,13.45514452,
成立,1,dict,2438618,14.70694204,5
家庭,1,dict,3047727,14.92990662,5
军,1,dict,3783993,15.14629036,
队,1,dict,5050937,15.43508433,
那别,2,dict,185,5.220355825,
大国,1,dict,333072,12.71611396,
小国,1,dict,39904,10.59423185,
不想,5,dict,2996358,14.91290811,
学,4,dict,4458826,15.31039606,
国历,1,dict,3019,8.01268093,
当时,3,dict,4319095,15.27855645,4
国南,3,dict,58,4.060443011,
南部,4,dict,493972,13.11023411,
楚国,26,dict,32080,10.37598806,
位,6,dict,14523517,16.49127976,3
大臣,13,dict,280803,12.54540863,6
名,5,dict,15519462,16.55760541,
叫屈,5,dict,5706,8.649273532,
屈原,53,dict,46654,10.75051395,
主角,1,dict,460330,13.0396989,
秦国人,1,dict,81,4.394449155,
就算,1,dict,1417049,14.1640871,
算是,1,dict,785545,13.57413302,
湖北省,1,dict,173580,12.06439387,
湖北,1,dict,418250,12.94383462,
官,1,dict,1152178,13.95716462,5
皇帝,8,dict,573960,13.26031499,6
做事,2,dict,390340,12.87477343,
每天,6,dict,4042837,15.21245723,
能,2,dict,23909882,16.9898024,1
不要,3,dict,7793782,15.86883679,
都会,3,dict,2456798,14.71436943,
会见,1,dict,418802,12.94515353,
见,2,dict,8490843,15.95449885,
离,1,dict,1951415,14.48406531,2
近,1,dict,4235874,15.25910024,2
普,1,dict,879872,13.68753172,
通,1,dict,2079919,14.54783951,
什么样,3,dict,825600,13.62386567,
聪明,4,dict,750611,13.52864282,3
幽默,1,dict,328373,12.70190544,4
智慧,6,dict,735957,13.50892697,5
爱好,4,dict,366081,12.8106099,3
和平,5,dict,1673726,14.33056284,5
不仅仅是,1,dict,372812,12.82882955,
长远,1,dict,378473,12.84390002,
眼光,1,dict,446845,13.00996706,6
国文化,1,dict,155,5.043425117,
和气,1,dict,40800,10.61643736,6
和好,1,dict,78192,11.26692262,
平,1,dict,2051618,14.53413931,5
平安,2,dict,1041504,13.85617638,5
每个,2,dict,2132753,14.57292419,
之,1,dict,20702277,16.84575425,4
和谐,1,dict,1511179,14.2284007,6
谐和,1,dict,3462,8.149601736,
作为,2,dict,7885316,15.88051285,5
极力,7,dict,150173,11.91954324,
劝说,7,dict,135463,11.81645382,
楚,9,dict,383186,12.85627579,
王维,1,dict,15075,9.620793022,
维护,6,dict,1491166,14.21506892,6
独立,6,dict,1892599,14.45346157,5
王,7,dict,3366522,15.02939072,
需,1,dict,2166327,14.58854366,
国王,2,dict,349559,12.76442764,5
方法,1,dict,5272124,15.47794388,4
想法,9,dict,1109295,13.91923524,
让别,1,dict,767,6.642486801,
别人,1,dict,4535410,15.32742605,3
相信,16,dict,3375201,15.03196544,3
后极,1,dict,10103,9.220587688,
好几,1,dict,599361,13.30361937,
天天,1,dict,1207998,14.004475,
是是,1,dict,45673,10.72926259,
被,7,dict,30434636,17.23109186,3
控制,1,dict,4219934,15.25533005,5
常常,3,dict,917398,13.72929668,
常可,1,dict,2789,7.933438388,
家主,1,dict,32014,10.37392859,
主权,1,dict,246173,12.41378982,6
国国,2,dict,191,5.252273428,
国内,3,dict,4905626,15.40589327,
许多人,2,dict,391636,12.87808812,
反对,10,dict,1584304,14.27565575,4
主张,13,dict,602999,13.30967082,5
所有人,1,dict,584040,13.27772475,
同意,6,dict,1772310,14.38779434,3
屈,2,dict,165337,12.01574109,
原,2,dict,3236891,14.99012386,
看法,4,dict,763018,13.5450369,4
意见,2,dict,2708897,14.8120521,4
说话,1,dict,1801458,14.40410689,2
晚上,1,dict,3682819,15.11918905,2
冰,1,dict,996578,13.81208269,
淇,1,dict,40584,10.61112918,
淋,1,dict,217008,12.2876895,6
吃面,1,dict,31173,10.34730761,
面条,1,dict,116701,11.66737039,2
